Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,PercentDD,Trades,ReEntryExtension,PTAsTimeREExt,CloseBreakEvenAfter,Pair
5468,557000505.00,1084.12,3.72550,1.66630,2.00986,0.00929,557000505,0.54,291,0.9,1.9,2,EURJPY
10273,583000504.00,2213.58,7.25764,1.91779,4.58374,-0.02127,583000504,0.48,305,0.8,1.6,3,EURJPY
198,235000405.00,2306.32,2.15343,1.70354,4.97427,-0.00448,235000405,0.46,1071,0.7,0.5,2,EURJPY
4352,552000404.00,1118.06,3.46149,1.67949,2.44310,-0.00451,552000404,0.46,323,0.9,1.6,2,EURJPY
3980,557000404.00,1282.47,3.71730,1.79522,2.86842,-0.00636,557000404,0.45,345,0.9,1.5,2,EURJPY
4662,347000405.00,1616.82,3.16403,1.66596,3.62923,-0.00058,347000405,0.45,511,0.7,1.7,2,EURJPY
2430,288000405.00,1942.77,2.97971,1.68470,4.37206,-0.00376,288000405,0.44,652,0.7,1.1,2,EURJPY
2895,554000404.00,1219.90,3.70790,1.71118,2.75715,-0.00353,554000404,0.44,329,1,1.2,2,EURJPY
1779,482000404.00,1388.21,3.55041,1.70980,3.13904,-0.00027,482000404,0.44,391,1,0.9,2,EURJPY
3546,336000405.00,1753.97,3.06638,1.70587,4.07691,0.00156,336000405,0.43,572,0.7,1.4,2,EURJPY
5778,347000404.00,1417.24,3.18481,1.71993,3.59004,-0.00303,347000404,0.39,445,0.7,2,2,EURJPY
291,407000404.00,1513.88,2.82440,1.66690,3.83717,-0.02122,407000404,0.39,536,1,0.5,2,EURJPY
5034,347000404.00,1529.28,3.01039,1.75892,3.89437,-0.00136,347000404,0.39,508,0.7,1.8,2,EURJPY
2461,556000404.00,1610.83,3.06825,1.73261,4.27208,-0.04174,556000404,0.38,525,0.8,1.1,2,EURJPY
4073,766000304.00,1215.12,5.67813,1.91894,3.55829,0.02371,766000304,0.34,214,1.2,1.5,2,EURJPY
2523,549000304.00,1220.94,3.61225,1.71767,3.66099,0.00150,549000304,0.33,338,1,1.1,2,EURJPY
3298,450000304.00,1108.58,3.97341,1.70787,3.44697,-0.00348,450000304,0.32,279,1.1,1.3,2,EURJPY
4445,611000203.00,822.43,4.30592,1.72200,3.11208,0.02279,611000203,0.26,191,1.2,1.6,2,EURJPY
5499,611000203.00,944.49,3.88679,1.78339,3.62499,-0.04373,611000203,0.26,243,1,1.9,2,EURJPY
12661,38099814.00,-102217.39,-18.48082,0.18843,-0.92361,-2.47259,38099814,110.68,5531,0.1,0.7,4,EURNZD
5221,39099314.00,-104589.08,-22.79126,0.11825,-0.94923,-2.83014,39099314,110.19,4589,0.1,1.9,2,EURNZD
12289,37098814.00,-91341.16,-15.18809,0.31688,-0.84938,-1.87479,37098814,107.54,6014,0.1,0.6,4,EURNZD
6337,32098814.00,-100203.86,-15.41835,0.16108,-0.93180,-1.91680,32098814,107.54,6499,0.1,0.6,3,EURNZD
15637,38098814.00,-98745.70,-27.61345,0.17700,-0.91832,-1.92347,38098814,107.53,3576,0.1,1.5,4,EURNZD
11173,37098714.00,-100994.33,-28.61840,0.13165,-0.94038,-2.03007,37098714,107.40,3529,0.1,1.9,3,EURNZD
7453,40098714.00,-93764.48,-17.73491,0.27579,-0.87337,-1.97218,40098714,107.36,5287,0.1,0.9,3,EURNZD
7825,38098714.00,-93032.93,-18.60659,0.27659,-0.86656,-1.97799,38098714,107.36,5000,0.1,1,3,EURNZD
22333,42099714.00,-91645.77,-30.01827,0.31538,-0.85371,-1.61742,42099714,107.35,3053,0.1,1.7,5,EURNZD
16381,38099714.00,-98905.76,-30.21869,0.18548,-0.92134,-1.65705,38099714,107.35,3273,0.1,1.7,4,EURNZD
4105,36098614.00,-100052.43,-19.96258,0.15801,-0.93214,-2.14146,36098614,107.34,5012,0.1,1.6,2,EURNZD
1501,36098614.00,-95220.96,-14.76065,0.24147,-0.88718,-2.05257,36098614,107.33,6451,0.1,0.9,2,EURNZD
15265,38098614.00,-96485.72,-25.77764,0.23218,-0.89906,-1.96747,38098614,107.32,3743,0.1,1.4,4,EURNZD
16753,38098614.00,-96564.08,-29.83135,0.21597,-0.89980,-1.99229,38098614,107.32,3237,0.1,1.8,4,EURNZD
18241,37098114.00,-90527.89,-15.60288,0.31110,-0.84449,-2.03871,37098114,107.19,5802,0.1,0.6,5,EURNZD
21961,41099514.00,-93104.07,-28.99535,0.29728,-0.86938,-1.64558,41099514,107.09,3211,0.1,1.6,5,EURNZD
5593,39098314.00,-101250.46,-23.10072,0.13231,-0.94637,-2.26503,39098314,106.99,4383,0.1,2,2,EURNZD
20845,37098014.00,-94111.84,-25.37391,0.29804,-0.88056,-1.13296,37098014,106.87,3709,0.1,1.3,5,EURNZD
10429,38094114.00,-98414.97,-25.93280,0.16345,-0.93722,-2.76100,38094114,105.01,3795,0.1,1.7,3,EURNZD
9313,37094114.00,-97282.20,-23.17346,0.17981,-0.92646,-2.71932,37094114,105.01,4198,0.1,1.4,3,EURNZD
10801,38094114.00,-95512.02,-26.03926,0.20427,-0.90986,-2.73905,38094114,104.98,3668,0.1,1.8,3,EURNZD
21589,40095414.00,-90888.88,-27.31857,0.30381,-0.87034,-2.32757,40095414,104.43,3327,0.1,1.5,5,EURNZD
6709,32095414.00,-98131.56,-16.29822,0.15359,-0.93984,-2.41182,32095414,104.41,6021,0.1,0.7,3,EURNZD
18613,38095414.00,-93429.02,-17.72174,0.27059,-0.89479,-2.34115,38095414,104.41,5272,0.1,0.7,5,EURNZD
17125,42095514.00,-92533.36,-29.93638,0.25674,-0.88644,-1.42208,42095514,104.39,3091,0.1,1.9,4,EURNZD
23077,38095314.00,-92110.97,-31.50170,0.27068,-0.88303,-2.36265,38095314,104.31,2924,0.1,1.9,5,EURNZD
4477,36095314.00,-99077.63,-20.13364,0.11533,-0.95303,-2.47663,36095314,103.96,4921,0.1,1.7,2,EURNZD
23449,47094714.00,-92381.80,-33.61783,0.31559,-0.89202,-1.39509,47094714,103.56,2748,0.1,2,5,EURNZD
9685,36093214.00,-95561.25,-23.61870,0.14190,-0.93829,-2.37491,36093214,101.85,4046,0.1,1.5,3,EURNZD
8941,37093114.00,-94799.28,-21.47209,0.15746,-0.93109,-2.35886,37093114,101.82,4415,0.1,1.3,3,EURNZD
19078,425095113.00,7450.39,7.94285,1.24919,0.07823,-0.00001,425095113,95.24,938,0.4,0.8,5,EURNZD
18985,65084014.00,26589.99,2.58733,1.35808,0.31310,0.00000,65084014,84.92,10277,0.1,0.8,5,EURNZD
13033,65084014.00,21996.34,2.04408,1.31778,0.25901,-0.00001,65084014,84.92,10761,0.1,0.8,4,EURNZD
14893,39062614.00,21722.59,2.59189,1.39292,0.27889,0.00000,39062614,77.89,8381,0.1,1.3,4,EURNZD
2989,36062614.00,15429.29,1.31965,1.31093,0.19809,-0.00002,36062614,77.89,11692,0.1,1.3,2,EURNZD
20101,47062414.00,32520.25,3.74571,1.46634,0.41824,-0.00001,47062414,77.76,8682,0.1,1.1,5,EURNZD
2245,48062414.00,15808.00,1.26071,1.30724,0.20328,-0.00002,48062414,77.76,12539,0.1,1.1,2,EURNZD
2617,37062414.00,11525.54,0.95323,1.24381,0.14821,-0.00002,37062414,77.76,12091,0.1,1.2,2,EURNZD
14521,40062414.00,24546.48,2.80147,1.35437,0.31566,-0.00001,40062414,77.76,8762,0.1,1.2,4,EURNZD
8569,37062414.00,15352.24,1.58303,1.30118,0.19743,-0.00001,37062414,77.76,9698,0.1,1.2,3,EURNZD
17497,49062414.00,24115.27,3.71461,1.37784,0.31039,-0.00002,49062414,77.69,6492,0.1,2,4,EURNZD
21217,48072914.00,30920.90,4.14934,1.40420,0.39814,0.00000,48072914,77.68,7452,0.1,1.4,5,EURNZD
4849,33062314.00,13020.00,1.30005,1.26653,0.16769,0.00000,33062314,77.64,10015,0.1,1.8,2,EURNZD
22705,48062314.00,37343.80,5.75938,1.46760,0.48105,-0.00002,48062314,77.64,6484,0.1,1.8,5,EURNZD
19357,40072814.00,35670.32,3.67357,1.41269,0.48377,-0.00001,40072814,73.73,9710,0.1,0.9,5,EURNZD
13405,38072814.00,31151.66,3.05858,1.39492,0.42248,-0.00001,38072814,73.73,10185,0.1,0.9,4,EURNZD
7081,65051014.00,19902.09,1.67273,1.29264,0.30013,-0.00001,65051014,66.31,11898,0.1,0.8,3,EURNZD
20473,45050514.00,31776.59,3.84658,1.40321,0.50061,-0.00001,45050514,63.48,8261,0.1,1.2,5,EURNZD
3361,48048113.00,20121.41,1.78381,1.33739,0.31725,-0.00002,48048113,63.43,11280,0.1,1.4,2,EURNZD
14149,48048013.00,29471.84,3.22873,1.44200,0.46562,-0.00002,48048013,63.30,9128,0.1,1.1,4,EURNZD
8197,37054414.00,23413.29,2.33293,1.38528,0.36990,-0.00001,37054414,63.30,10036,0.1,1.1,3,EURNZD
1873,40051614.00,15189.77,1.15926,1.28366,0.23999,-0.00001,40051614,63.29,13103,0.1,1,2,EURNZD
19729,48051714.00,37891.87,4.14708,1.44469,0.59875,-0.00001,48051714,63.29,9137,0.1,1,5,EURNZD
385,39051514.00,23109.87,1.44990,1.31834,0.36518,0.00000,39051514,63.28,15939,0.1,0.6,2,EURNZD
11917,37056114.00,31008.44,2.24960,1.37259,0.49003,-0.00001,37056114,63.28,13784,0.1,0.5,4,EURNZD
5965,37056114.00,20772.53,1.40840,1.32461,0.32826,-0.00001,37056114,63.28,14749,0.1,0.5,3,EURNZD
17869,37056114.00,34446.71,2.56644,1.39864,0.54439,-0.00002,37056114,63.28,13422,0.1,0.5,5,EURNZD
13,38050914.00,22443.88,1.32303,1.31201,0.35469,0.00000,38050914,63.28,16964,0.1,0.5,2,EURNZD
10057,47061914.00,23523.55,2.81956,1.43203,0.37489,0.00000,47061914,62.75,8343,0.1,1.6,3,EURNZD
16009,47060914.00,30390.35,4.12352,1.44271,0.49199,0.00000,47060914,61.77,7370,0.1,1.6,4,EURNZD
757,47060814.00,26778.13,1.77491,1.44530,0.43385,0.00000,47060814,61.72,15087,0.1,0.7,2,EURNZD
13777,47051614.00,26996.01,2.79693,1.42602,0.51431,-0.00002,47051614,52.49,9652,0.1,1,4,EURNZD
3733,47051614.00,20261.68,1.84113,1.38217,0.38603,-0.00002,47051614,52.49,11005,0.1,1.5,2,EURNZD
22364,105040512.00,13450.72,6.79673,1.44697,0.26489,-0.00005,105040512,50.77,1979,0.2,1.7,5,EURNZD
11545,38039013.00,26294.00,3.61877,1.47928,0.51810,0.00000,38039013,50.75,7266,0.1,2,3,EURNZD
18272,70040412.00,12743.33,3.27929,1.35003,0.25136,-0.00016,70040412,50.69,3886,0.2,0.6,5,EURNZD
1129,47048114.00,20186.23,1.41598,1.40136,0.41234,0.00000,47048114,48.96,14256,0.1,0.8,2,EURNZD
18303,185046912.00,7358.68,3.84466,1.24630,0.15297,-0.00008,185046912,48.11,1914,0.3,0.6,5,EURNZD
22023,202046512.00,7863.28,7.92669,1.33783,0.16702,0.00001,202046512,47.07,992,0.3,1.6,5,EURNZD
22395,223046512.00,7986.59,8.45142,1.34316,0.16965,-0.00003,223046512,47.07,945,0.3,1.7,5,EURNZD
19016,92034712.00,18007.45,5.48673,1.52871,0.45108,-0.00030,92034712,39.92,3282,0.2,0.8,5,EURNZD
13064,68034712.00,16223.74,4.73133,1.52360,0.40640,-0.00005,68034712,39.92,3429,0.2,0.8,4,EURNZD
17931,183038212.00,6705.73,3.04253,1.20163,0.17019,-0.00014,183038212,39.40,2204,0.3,0.5,5,EURNZD
20163,142038312.00,8230.98,6.51701,1.34067,0.21124,0.00001,142038312,38.95,1263,0.3,1.1,5,EURNZD
14211,137038312.00,5567.93,4.14281,1.25432,0.14290,0.00001,137038312,38.95,1344,0.3,1.1,4,EURNZD
14583,142038312.00,5167.03,3.94430,1.23881,0.13261,-0.00008,142038312,38.95,1310,0.3,1.2,4,EURNZD
20535,198038312.00,7805.17,6.50431,1.32594,0.20036,-0.00007,198038312,38.94,1200,0.3,1.2,5,EURNZD
7143,137038312.00,4010.94,2.21844,1.19725,0.10296,-0.00010,137038312,38.94,1808,0.3,0.8,3,EURNZD
8631,137038312.00,4060.98,2.79489,1.20102,0.10425,-0.00003,137038312,38.94,1453,0.3,1.2,3,EURNZD
9747,137038312.00,3913.20,3.05719,1.19478,0.10052,-0.00004,137038312,38.92,1280,0.3,1.5,3,EURNZD
21651,152038312.00,7773.24,7.65083,1.32298,0.19967,-0.00021,152038312,38.92,1016,0.3,1.5,5,EURNZD
11979,159037512.00,5297.11,2.32431,1.16371,0.13687,-0.00018,159037512,38.71,2279,0.3,0.5,4,EURNZD
6027,159037512.00,5064.44,2.08757,1.15367,0.13085,-0.00003,159037512,38.71,2426,0.3,0.5,3,EURNZD
7515,135037512.00,4852.82,2.81160,1.22057,0.12750,-0.00017,135037512,38.05,1726,0.3,0.9,3,EURNZD
19791,152031112.00,8323.75,6.12942,1.36921,0.26242,-0.00011,152031112,31.72,1358,0.3,1,5,EURNZD
7887,137031112.00,5609.31,3.43708,1.28346,0.17686,-0.00002,137031112,31.72,1632,0.3,1,3,EURNZD
9003,137031112.00,5573.64,4.15943,1.26863,0.17573,-0.00002,137031112,31.72,1340,0.3,1.3,3,EURNZD
19419,152031112.00,8813.76,5.97948,1.36646,0.27791,-0.00020,152031112,31.72,1474,0.3,0.9,5,EURNZD
8259,137031112.00,5322.48,3.68338,1.24846,0.16785,0.00002,137031112,31.71,1445,0.3,1.1,3,EURNZD
6771,136031112.00,5622.01,2.82229,1.27844,0.17731,-0.00018,136031112,31.71,1992,0.3,0.7,3,EURNZD
13467,132031112.00,6964.35,4.44438,1.30790,0.21967,-0.00028,132031112,31.71,1567,0.3,0.9,4,EURNZD
9375,135030212.00,4243.91,3.20779,1.21685,0.13794,-0.00006,135030212,30.76,1323,0.3,1.4,3,EURNZD
13839,135030112.00,6195.57,4.28463,1.29665,0.20200,-0.00013,135030112,30.67,1446,0.3,1,4,EURNZD
13095,132030112.00,6272.15,3.72234,1.26852,0.20451,-0.00031,132030112,30.67,1685,0.3,0.8,4,EURNZD
19047,132030112.00,7586.40,4.87245,1.30201,0.24748,-0.00008,132030112,30.65,1557,0.3,0.8,5,EURNZD
18334,226029711.00,6361.60,5.52222,1.29537,0.21332,-0.00017,226029711,29.82,1152,0.4,0.6,5,EURNZD
18706,224029711.00,8400.40,7.90998,1.35840,0.28177,-0.00036,224029711,29.81,1062,0.4,0.7,5,EURNZD
22426,262029711.00,6349.45,11.35859,1.29464,0.21298,0.00059,262029711,29.81,559,0.4,1.7,5,EURNZD
19109,480029611.00,5172.86,8.53607,1.26475,0.17403,-0.00012,480029611,29.72,606,0.5,0.8,5,EURNZD
18737,392029611.00,4495.28,6.46803,1.20087,0.15154,-0.00227,392029611,29.66,695,0.5,0.7,5,EURNZD
19853,480029611.00,5040.23,9.42099,1.28612,0.16991,-0.00029,480029611,29.66,535,0.5,1,5,EURNZD
20566,241029611.00,7246.88,10.51797,1.37427,0.24433,0.00094,241029611,29.66,689,0.4,1.2,5,EURNZD
21341,480029611.00,5955.53,14.21368,1.32345,0.20080,-0.00017,480029611,29.65,419,0.5,1.4,5,EURNZD
20225,468029411.00,5423.41,11.09082,1.32799,0.18391,-0.00012,468029411,29.49,489,0.5,1.1,5,EURNZD
19481,389029111.00,4864.14,8.48890,1.24728,0.16651,-0.00012,389029111,29.21,573,0.5,0.9,5,EURNZD
17993,389029111.00,4153.43,4.68256,1.18276,0.14218,-0.00012,389029111,29.21,887,0.5,0.5,5,EURNZD
18365,389028411.00,4404.61,5.88852,1.22906,0.15479,-0.00273,389028411,28.45,748,0.5,0.6,5,EURNZD
21310,281027311.00,6696.70,10.54598,1.29047,0.24437,0.00065,281027311,27.40,635,0.4,1.4,5,EURNZD
17962,223027311.00,6093.23,4.57107,1.31910,0.22251,-0.00020,223027311,27.38,1333,0.4,0.5,5,EURNZD
9716,68020711.00,6201.86,2.34652,1.32525,0.23987,0.00001,68020711,25.85,2643,0.2,1.5,3,EURNZD
16412,105020211.00,9639.58,4.55342,1.49566,0.37990,0.00003,105020211,25.38,2117,0.2,1.7,4,EURNZD
10088,107020211.00,7150.24,2.82061,1.39255,0.28192,-0.00007,107020211,25.36,2535,0.2,1.6,3,EURNZD
21992,124020211.00,14530.86,7.01974,1.48399,0.57292,-0.00055,124020211,25.36,2070,0.2,1.6,5,EURNZD
20876,98020211.00,12282.54,5.17595,1.51573,0.48430,-0.00057,98020211,25.36,2373,0.2,1.3,5,EURNZD
14924,76020211.00,9201.12,3.63250,1.43269,0.36280,-0.00009,76020211,25.36,2533,0.2,1.3,4,EURNZD
16040,108020211.00,10182.69,4.54787,1.49550,0.40165,-0.00012,108020211,25.35,2239,0.2,1.6,4,EURNZD
17156,105020211.00,9345.76,4.72724,1.45761,0.36866,-0.00064,105020211,25.35,1977,0.2,1.9,4,EURNZD
19760,90020211.00,12067.75,4.32381,1.50610,0.47652,-0.00011,90020211,25.32,2791,0.2,1,5,EURNZD
13808,98020211.00,9250.24,3.12403,1.42178,0.36526,0.00001,98020211,25.32,2961,0.2,1,4,EURNZD
12320,70020211.00,9204.39,2.28170,1.40083,0.36350,-0.00037,70020211,25.32,4034,0.2,0.6,4,EURNZD
12351,119023611.00,5824.57,2.84820,1.38525,0.24365,-0.00021,119023611,23.91,2045,0.3,0.6,4,EURNZD
18644,92016611.00,15029.53,4.23248,1.63514,0.78034,-0.00056,92016611,19.26,3551,0.2,0.7,5,EURNZD
12692,69016611.00,13095.38,3.52690,1.54774,0.67992,-0.00056,69016611,19.26,3713,0.2,0.7,4,EURNZD
13436,69016511.00,13436.81,4.21085,1.57346,0.70229,-0.00048,69016511,19.13,3191,0.2,0.9,4,EURNZD
7484,69016511.00,10888.56,3.05515,1.52602,0.56911,-0.00012,69016511,19.13,3564,0.2,0.9,3,EURNZD
19388,76016511.00,15383.33,5.05366,1.62601,0.80403,-0.00010,76016511,19.13,3044,0.2,0.9,5,EURNZD
5996,69016511.00,10890.13,2.23021,1.50601,0.57024,-0.00007,69016511,19.10,4883,0.2,0.5,3,EURNZD
17900,90017411.00,14597.69,3.31766,1.53097,0.76438,0.00000,90017411,19.10,4400,0.2,0.5,5,EURNZD
11948,65016511.00,12476.13,2.75229,1.57700,0.65329,0.00001,65016511,19.10,4533,0.2,0.5,4,EURNZD
12754,214017210.00,6932.35,6.37751,1.47001,0.36371,-0.00033,214017210,19.06,1087,0.4,0.7,4,EURNZD
13126,267017110.00,6472.56,6.35811,1.46882,0.34130,-0.00027,267017110,18.96,1018,0.4,0.8,4,EURNZD
16877,493018110.00,5347.08,14.45157,1.34382,0.29505,-0.00052,493018110,18.12,370,0.5,1.8,4,EURNZD
10150,208017010.00,3401.22,4.94363,1.33692,0.19065,0.00034,208017010,17.84,688,0.4,1.6,3,EURNZD
2338,196016910.00,2442.40,2.10733,1.24852,0.13831,-0.00047,196016910,17.66,1159,0.4,1.1,2,EURNZD
7174,189016810.00,3554.49,3.17933,1.36265,0.20153,-0.00045,189016810,17.64,1118,0.4,0.8,3,EURNZD
11638,215016810.00,2493.15,4.16219,1.31637,0.14176,-0.00072,215016810,17.59,599,0.4,2,3,EURNZD
4942,139016810.00,1764.25,2.04669,1.22949,0.10039,0.00019,139016810,17.57,862,0.4,1.8,2,EURNZD
850,195016810.00,2435.97,1.63159,1.24136,0.13881,-0.00008,195016810,17.55,1493,0.4,0.7,2,EURNZD
7546,194016810.00,3120.29,3.10168,1.29819,0.17787,-0.00032,194016810,17.54,1006,0.4,0.9,3,EURNZD
1222,189016110.00,2372.35,1.70427,1.26903,0.14015,-0.00006,189016110,16.93,1392,0.4,0.8,2,EURNZD
3826,196016010.00,2392.25,2.50235,1.21459,0.14205,0.00009,196016010,16.84,956,0.4,1.5,2,EURNZD
21682,270016010.00,6156.36,10.48784,1.38546,0.36557,0.00167,270016010,16.84,587,0.4,1.5,5,EURNZD
3454,189016010.00,2087.80,2.03887,1.26606,0.12400,0.00006,189016010,16.84,1024,0.4,1.4,2,EURNZD
4198,196016010.00,2070.63,2.17047,1.23063,0.12298,0.00011,196016010,16.84,954,0.4,1.6,2,EURNZD
478,185014910.00,2751.94,1.71567,1.24180,0.16384,-0.00011,185014910,16.80,1604,0.4,0.6,2,EURNZD
22829,490016210.00,5081.39,15.25943,1.31722,0.31368,0.00000,490016210,16.20,333,0.5,1.8,5,EURNZD
15358,270015010.00,4053.93,5.93548,1.34458,0.25591,-0.00040,270015010,15.84,683,0.4,1.4,4,EURNZD
2710,212015010.00,3135.84,2.82254,1.27025,0.19802,0.00010,212015010,15.84,1111,0.4,1.2,2,EURNZD
7918,195015010.00,3023.38,3.21294,1.25228,0.19098,-0.00054,195015010,15.83,941,0.4,1,3,EURNZD
16102,262015010.00,5009.16,7.93845,1.41938,0.31652,-0.00005,262015010,15.83,631,0.4,1.6,4,EURNZD
11235,148015011.00,3680.16,3.42979,1.29189,0.24024,0.00010,148015011,15.32,1073,0.3,1.9,3,EURNZD
23139,262015011.00,7689.02,8.73752,1.45905,0.50195,-0.00054,262015011,15.32,880,0.3,1.9,5,EURNZD
19822,193014310.00,6561.66,8.48856,1.38907,0.43481,-0.00043,193014310,15.09,773,0.4,1,5,EURNZD
13870,193014310.00,4136.16,4.96538,1.28992,0.27409,-0.00017,193014310,15.09,833,0.4,1,4,EURNZD
17218,296014810.00,4233.12,7.65483,1.39186,0.28458,-0.00010,296014810,14.87,553,0.4,1.9,4,EURNZD
10119,132014411.00,4072.58,3.42521,1.28631,0.27502,-0.00019,132014411,14.81,1189,0.3,1.6,3,EURNZD
16071,185014411.00,5253.75,4.82881,1.38048,0.35479,-0.00019,185014411,14.81,1088,0.3,1.6,4,EURNZD
15327,140014411.00,6169.20,5.23257,1.39535,0.41686,-0.00064,140014411,14.80,1179,0.3,1.4,4,EURNZD
21279,152014411.00,8199.79,7.56438,1.47862,0.55437,-0.00063,152014411,14.79,1084,0.3,1.4,5,EURNZD
15699,184014411.00,5705.50,4.94840,1.39409,0.38602,-0.00080,184014411,14.78,1153,0.3,1.5,4,EURNZD
16133,490014710.00,3509.50,8.77375,1.29192,0.23762,-0.00090,490014710,14.77,400,0.5,1.6,4,EURNZD
22085,490014710.00,5025.17,13.01858,1.38093,0.34034,-0.00069,490014710,14.77,386,0.5,1.6,5,EURNZD
20907,198014111.00,7273.00,6.52287,1.43430,0.50178,-0.00012,198014111,14.49,1115,0.3,1.3,5,EURNZD
14955,140014111.00,5420.16,4.57398,1.35095,0.37424,-0.00077,140014111,14.49,1185,0.3,1.3,4,EURNZD
18675,150014111.00,7232.45,4.09075,1.42036,0.49942,-0.00087,150014111,14.48,1768,0.3,0.7,5,EURNZD
12723,127014111.00,5316.27,2.84293,1.37092,0.36709,-0.00060,127014111,14.48,1870,0.3,0.7,4,EURNZD
23480,110013511.00,10768.39,6.05646,1.54745,0.76430,0.00059,110013511,14.09,1778,0.2,2,5,EURNZD
4880,69010610.00,4365.88,1.43097,1.30365,0.32971,-0.00003,69010610,13.24,3051,0.2,1.8,2,EURNZD
10925,530013010.00,2118.66,5.27030,1.16392,0.16220,-0.00096,530013010,13.06,402,0.5,1.8,3,EURNZD
3485,218013010.00,1575.61,2.43526,1.16914,0.12063,-0.00011,218013010,13.06,647,0.5,1.4,2,EURNZD
881,213013010.00,1806.41,1.90349,1.17915,0.13830,-0.00058,213013010,13.06,949,0.5,0.7,2,EURNZD
12785,269013010.00,2924.71,4.16033,1.22244,0.22403,-0.00098,269013010,13.06,703,0.5,0.7,4,EURNZD
6089,214013010.00,2530.85,2.55384,1.25266,0.19394,-0.00062,214013010,13.05,991,0.5,0.5,3,EURNZD
6461,252013010.00,2399.97,2.76176,1.17235,0.18393,-0.00434,252013010,13.05,869,0.5,0.6,3,EURNZD
6833,269013010.00,2566.04,3.28138,1.25110,0.19671,-0.00053,269013010,13.05,782,0.5,0.7,3,EURNZD
20597,332013010.00,4699.55,9.72992,1.41465,0.36034,-0.00034,332013010,13.04,483,0.5,1.2,5,EURNZD
14645,332013010.00,3303.23,6.70026,1.28635,0.25328,-0.00016,332013010,13.04,493,0.5,1.2,4,EURNZD
17621,460013010.00,2999.85,8.72049,1.31597,0.23010,-0.00918,460013010,13.04,344,0.5,2,4,EURNZD
23573,428013010.00,4421.09,13.90280,1.39313,0.33915,-0.00862,428013010,13.04,318,0.5,2,5,EURNZD
5252,71010410.00,4253.91,1.40672,1.30257,0.32789,-0.00001,71010410,12.97,3024,0.2,1.9,2,EURNZD
1532,69010310.00,5125.49,1.16093,1.31538,0.39631,-0.00003,69010310,12.93,4415,0.2,0.9,2,EURNZD
509,221012910.00,1958.95,1.80882,1.15847,0.15148,-0.00025,221012910,12.93,1083,0.5,0.6,2,EURNZD
3764,72010310.00,4550.63,1.33410,1.37043,0.35224,-0.00016,72010310,12.92,3411,0.2,1.5,2,EURNZD
22054,272011010.00,7047.41,12.02630,1.48923,0.54633,0.00030,272011010,12.90,586,0.4,1.6,5,EURNZD
6368,69010210.00,6665.00,1.50963,1.36074,0.51932,-0.00026,69010210,12.83,4415,0.2,0.6,3,EURNZD
4136,72010110.00,4733.63,1.46100,1.32704,0.37378,-0.00014,72010110,12.66,3240,0.2,1.6,2,EURNZD
11204,108010110.00,5903.75,2.64032,1.37603,0.46629,0.00011,108010110,12.66,2236,0.2,1.9,3,EURNZD
23108,110010110.00,11711.18,6.25597,1.56803,0.92501,-0.00004,110010110,12.66,1872,0.2,1.9,5,EURNZD
2276,57010110.00,5305.77,1.32413,1.32650,0.41921,-0.00003,57010110,12.66,4007,0.2,1.1,2,EURNZD
3020,72010110.00,5094.00,1.40408,1.38482,0.40254,-0.00005,72010110,12.65,3628,0.2,1.3,2,EURNZD
2648,50010110.00,4640.48,1.21510,1.39955,0.36672,-0.00006,50010110,12.65,3819,0.2,1.2,2,EURNZD
3392,72010110.00,4727.79,1.37236,1.35493,0.37364,-0.00004,72010110,12.65,3445,0.2,1.4,2,EURNZD
8972,69010110.00,6633.87,2.28675,1.35781,0.52446,-0.00010,69010110,12.65,2901,0.2,1.3,3,EURNZD
10460,107010110.00,6278.08,2.62242,1.45013,0.49645,0.00013,107010110,12.65,2394,0.2,1.7,3,EURNZD
1160,68010110.00,6023.70,1.29542,1.33950,0.47644,-0.00003,68010110,12.64,4650,0.2,0.8,2,EURNZD
21248,92010110.00,11924.26,5.16425,1.53373,0.94329,-0.00068,92010110,12.64,2309,0.2,1.4,5,EURNZD
15296,108010110.00,8782.70,3.63673,1.46346,0.69477,-0.00072,108010110,12.64,2415,0.2,1.4,4,EURNZD
20938,273011010.00,6771.57,10.59714,1.47046,0.55875,-0.00032,273011010,12.12,639,0.4,1.3,5,EURNZD
20969,331011510.00,4697.12,10.39186,1.40789,0.39858,-0.00045,331011510,11.78,452,0.5,1.3,5,EURNZD
16784,107011211.00,9089.18,4.37611,1.50685,0.77797,-0.00014,107011211,11.68,2077,0.2,1.8,4,EURNZD
18396,475011409.00,3401.98,6.14076,1.40509,0.29827,-0.00031,475011409,11.40,554,0.6,0.6,5,EURNZD
19884,475011409.00,4166.43,10.46842,1.55853,0.36543,-0.00047,475011409,11.40,398,0.6,1,5,EURNZD
18768,395010109.00,4017.32,8.24912,1.47224,0.39803,-0.01009,395010109,10.09,487,0.6,0.7,5,EURNZD
12816,395010109.00,3478.57,6.66393,1.41858,0.34465,-0.00120,395010109,10.09,522,0.6,0.7,4,EURNZD
1904,69008610.00,6684.76,1.63482,1.40204,0.67518,-0.00005,69008610,9.90,4089,0.2,1,2,EURNZD
7856,67008610.00,7704.34,2.35823,1.46346,0.77856,-0.00010,67008610,9.90,3267,0.2,1,3,EURNZD
