Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,PercentDD,Trades,ReEntryExtension,PTAsTimeREExt,CloseBreakEvenAfter,Pair
21423,371005708.00,6734.30,14.67168,1.83992,1.03787,-0.00045,371005708,6.49,459,0.8,1.4,5,AUDJPY
22911,480005708.00,4918.15,12.32619,1.62647,0.75799,-0.00254,480005708,6.49,399,0.8,1.8,5,AUDJPY
11224,111004510.00,10912.32,3.93237,1.64581,1.69114,-0.00015,111004510,6.45,2775,0.3,1.9,3,AUDJPY
777,47006111.00,12130.03,1.01219,1.52253,1.88629,-0.00010,47006111,6.43,11984,0.2,0.7,2,AUDJPY
7473,63006111.00,17492.09,2.05282,1.65004,2.72068,-0.00005,63006111,6.43,8521,0.2,0.9,3,AUDJPY
1521,37006111.00,12250.16,1.16746,1.51362,1.90536,-0.00016,37006111,6.43,10493,0.2,0.9,2,AUDJPY
1149,47006111.00,10712.51,0.95861,1.49393,1.66661,-0.00002,47006111,6.43,11175,0.2,0.8,2,AUDJPY
7101,63006111.00,14467.50,1.59844,1.58143,2.25082,-0.00006,63006111,6.43,9051,0.2,0.8,3,AUDJPY
13053,62006111.00,17576.05,2.11785,1.53633,2.73444,0.00005,62006111,6.43,8299,0.2,0.8,4,AUDJPY
3753,64006111.00,10707.09,1.31375,1.53831,1.66605,-0.00001,64006111,6.43,8150,0.2,1.5,2,AUDJPY
11193,77006111.00,13382.08,2.42473,1.61766,2.08413,0.00018,77006111,6.42,5519,0.2,1.9,3,AUDJPY
8248,82005210.00,9034.17,2.34654,1.61254,1.41149,-0.00015,82005210,6.40,3850,0.3,1.1,3,AUDJPY
5241,64006110.00,9829.48,1.35039,1.57062,1.54796,0.00012,64006110,6.35,7279,0.2,1.9,2,AUDJPY
20152,149005110.00,16511.41,5.10241,1.85133,2.61843,-0.00011,149005110,6.31,3236,0.3,1.1,5,AUDJPY
14200,106005110.00,12337.57,3.61064,1.73155,1.95653,-0.00013,106005110,6.31,3417,0.3,1.1,4,AUDJPY
18447,339005309.00,5351.38,6.10888,1.62966,0.84872,-0.00410,339005309,6.30,876,0.8,0.6,5,AUDJPY
10821,77006011.00,14332.20,2.51398,1.63018,2.28886,0.00005,77006011,6.26,5701,0.2,1.8,3,AUDJPY
1614,245006209.00,3374.45,1.50377,1.39326,0.54110,0.00006,245006209,6.23,2244,0.5,0.9,2,AUDJPY
4001,271006208.00,1194.45,2.56320,1.30622,0.19324,-0.00217,271006208,6.18,466,1,1.5,2,AUDJPY
20369,515006208.00,3453.17,9.11127,1.60538,0.56059,-0.00193,515006208,6.16,379,1,1.1,5,AUDJPY
14417,371006208.00,3368.38,8.39995,1.60898,0.54682,-0.00311,371006208,6.16,401,1,1.1,4,AUDJPY
8465,371006208.00,2400.76,5.31142,1.54025,0.38974,-0.00187,371006208,6.16,452,1,1.1,3,AUDJPY
5985,44005910.00,17674.12,1.51203,1.64895,2.86953,-0.00013,44005910,6.16,11689,0.2,0.5,3,AUDJPY
33,47005910.00,13161.55,0.94851,1.51667,2.13688,-0.00009,47005910,6.16,13876,0.2,0.5,2,AUDJPY
11937,44005910.00,23118.39,2.12955,1.73240,3.75344,-0.00007,44005910,6.16,10856,0.2,0.5,4,AUDJPY
15316,111004910.00,15240.24,5.08856,1.85664,2.47618,-0.00018,111004910,6.16,2995,0.3,1.4,4,AUDJPY
3505,278005509.00,2664.84,2.13187,1.37538,0.43424,-0.00024,278005509,6.14,1250,0.6,1.4,2,AUDJPY
21795,569005308.00,5248.08,11.71446,1.73637,0.85589,-0.00466,569005308,6.13,448,0.8,1.5,5,AUDJPY
9457,271005509.00,4512.01,4.71968,1.55161,0.73663,0.00035,271005509,6.13,956,0.6,1.4,3,AUDJPY
9829,341005509.00,3687.56,3.96086,1.43151,0.60221,0.00034,341005509,6.12,931,0.6,1.5,3,AUDJPY
3040,72006010.00,6898.37,1.55334,1.55392,1.13570,-0.00006,72006010,6.07,4441,0.3,1.3,2,AUDJPY
9736,75006010.00,7155.05,2.20291,1.44932,1.17908,-0.00014,75006010,6.07,3248,0.3,1.5,3,AUDJPY
3102,245006009.00,3671.84,2.01860,1.46372,0.60580,0.00034,245006009,6.06,1819,0.5,1.3,2,AUDJPY
2730,245006009.00,3579.56,1.88497,1.43910,0.59060,0.00015,245006009,6.06,1899,0.5,1.2,2,AUDJPY
3474,245006009.00,3176.33,1.83709,1.39996,0.52451,0.00029,245006009,6.05,1729,0.5,1.4,2,AUDJPY
16246,534005508.00,2826.78,7.57850,1.63074,0.47787,-0.00586,534005508,5.92,373,0.9,1.6,4,AUDJPY
11689,278005109.00,4493.61,5.67375,1.59833,0.76055,-0.00005,278005109,5.91,792,0.6,2,3,AUDJPY
5706,272005109.00,6417.48,4.63022,1.91182,1.12631,0.00032,272005109,5.70,1386,0.5,2,2,AUDJPY
17641,371005609.00,5486.66,8.11636,1.72505,0.97592,-0.00014,371005609,5.62,676,0.6,2,4,AUDJPY
17269,371005609.00,5694.92,8.07790,1.73747,1.01454,0.00070,371005609,5.61,705,0.6,1.9,4,AUDJPY
15781,278005609.00,5387.31,6.70063,1.72941,0.95975,-0.00629,278005609,5.61,804,0.6,1.5,4,AUDJPY
1800,519005608.00,1316.36,2.38904,1.27947,0.23562,-0.00066,519005608,5.59,551,1.1,0.9,2,AUDJPY
4032,320005608.00,1259.37,3.08669,1.34932,0.22544,-0.00176,320005608,5.59,408,1.1,1.5,2,AUDJPY
312,427005608.00,1527.17,1.98334,1.30819,0.27386,-0.00586,427005608,5.58,770,1.1,0.5,2,AUDJPY
12216,422005608.00,3485.89,5.99981,1.61531,0.62528,-0.00432,422005608,5.58,581,1.1,0.5,4,AUDJPY
6264,428005608.00,2052.52,3.17728,1.40526,0.36817,-0.00501,428005608,5.58,646,1.1,0.5,3,AUDJPY
14448,485005608.00,2931.10,8.88212,1.55370,0.52668,-0.00251,485005608,5.57,330,1.1,1.1,4,AUDJPY
8496,422005608.00,2399.24,6.46695,1.51010,0.43111,-0.00270,422005608,5.57,371,1.1,1.1,3,AUDJPY
16897,371005509.00,6261.47,8.78187,1.79034,1.12786,-0.00028,371005509,5.55,713,0.6,1.8,4,AUDJPY
14045,510005508.00,2891.67,7.05285,1.58288,0.52132,-0.00235,510005508,5.55,410,1,1,4,AUDJPY
8093,415005508.00,2086.04,4.55467,1.43586,0.37608,-0.00083,415005508,5.55,458,1,1,3,AUDJPY
15533,495005508.00,3946.39,12.03168,1.58023,0.71158,-0.00231,495005508,5.55,328,1,1.4,4,AUDJPY
9581,371005508.00,2091.52,5.47518,1.38368,0.37713,-0.00091,371005508,5.55,382,1,1.4,3,AUDJPY
1211,132005509.00,4803.43,1.36928,1.43987,0.87269,-0.00027,132005509,5.50,3508,0.4,0.8,2,AUDJPY
8651,102005509.00,5795.54,2.62005,1.56858,1.05293,0.00083,102005509,5.50,2212,0.4,1.2,3,AUDJPY
1583,99005509.00,4409.77,1.32148,1.43523,0.80118,-0.00019,99005509,5.50,3337,0.4,0.9,2,AUDJPY
20555,241005509.00,10757.21,5.77104,1.74164,1.95545,0.00065,241005509,5.50,1864,0.4,1.2,5,AUDJPY
14603,176005509.00,7905.15,4.03530,1.62716,1.43728,0.00069,176005509,5.50,1959,0.4,1.2,4,AUDJPY
14231,170005509.00,9195.99,4.42540,1.61705,1.67207,0.00037,170005509,5.50,2078,0.4,1.1,4,AUDJPY
2327,66005309.00,5077.11,1.69520,1.52814,0.95344,-0.00017,66005309,5.32,2995,0.4,1.1,2,AUDJPY
14975,176005309.00,7771.06,4.09866,1.72752,1.45974,-0.00049,176005309,5.32,1896,0.4,1.3,4,AUDJPY
3195,278004808.00,2161.80,2.73646,1.50610,0.40794,0.00011,278004808,5.30,790,0.8,1.3,2,AUDJPY
9147,371004808.00,2830.67,4.68654,1.67103,0.53606,-0.00046,371004808,5.28,604,0.8,1.3,3,AUDJPY
2358,231005109.00,5914.45,2.99618,1.76069,1.14518,-0.00015,231005109,5.16,1974,0.5,1.1,2,AUDJPY
15347,199004509.00,7942.26,4.47704,1.72613,1.53749,-0.00019,199004509,5.16,1774,0.4,1.4,4,AUDJPY
4962,272005109.00,5210.27,3.51333,1.77766,1.00895,-0.00016,272005109,5.16,1483,0.5,1.8,2,AUDJPY
5334,279005109.00,4222.81,2.93863,1.65562,0.81795,0.00028,279005109,5.16,1437,0.5,1.9,2,AUDJPY
13704,509005108.00,3321.21,8.83301,1.61179,0.64787,-0.00495,509005108,5.13,376,1.1,0.9,4,AUDJPY
7752,372005108.00,2140.21,5.13240,1.48887,0.41749,-0.00316,372005108,5.13,417,1.1,0.9,3,AUDJPY
15936,597005108.00,3203.87,12.97113,1.62691,0.62507,0.00515,597005108,5.13,247,1.1,1.5,4,AUDJPY
9984,548005108.00,2245.39,7.68969,1.54480,0.43807,-0.00104,548005108,5.13,292,1.1,1.5,3,AUDJPY
22787,277005109.00,10688.83,7.61313,1.80154,2.08720,0.00114,277005109,5.12,1404,0.4,1.8,5,AUDJPY
8217,63004410.00,15173.76,1.98480,1.64064,3.10542,0.00013,63004410,4.89,7645,0.2,1.1,3,AUDJPY
4590,178004809.00,2779.80,1.82163,1.46435,0.57740,0.00033,178004809,4.81,1526,0.5,1.7,2,AUDJPY
1056,370004808.00,1420.74,2.36790,1.28766,0.29654,-0.00126,370004808,4.79,600,1.1,0.7,2,AUDJPY
3381,64004410.00,11108.14,1.30577,1.71048,2.33697,-0.00001,64004410,4.75,8507,0.2,1.4,2,AUDJPY
8341,271004609.00,3962.24,3.46653,1.50379,0.86016,0.00060,271004609,4.61,1143,0.6,1.1,3,AUDJPY
2265,64003810.00,10752.64,1.12252,1.56441,2.34415,0.00000,64003810,4.59,9579,0.2,1.1,2,AUDJPY
9333,63003910.00,15234.18,2.29465,1.68942,3.34606,0.00013,63003910,4.55,6639,0.2,1.4,3,AUDJPY
22663,925004208.00,3288.69,18.47579,1.61575,0.72352,-0.00009,925004208,4.54,178,1.2,1.7,5,AUDJPY
23035,725004108.00,3113.59,17.10764,1.47368,0.68588,-0.00077,725004108,4.54,182,1.2,1.8,5,AUDJPY
17083,617004108.00,2380.24,12.02141,1.48682,0.52433,-0.00035,617004108,4.54,198,1.2,1.8,4,AUDJPY
22632,738004308.00,2994.92,14.82634,1.53392,0.66196,0.01542,738004308,4.52,202,1.1,1.7,5,AUDJPY
16680,955004308.00,2328.26,10.93080,1.43660,0.51461,0.00051,955004308,4.52,213,1.1,1.7,4,AUDJPY
3660,395004508.00,1202.17,2.86231,1.27728,0.26826,-0.00031,395004508,4.48,420,1.1,1.4,2,AUDJPY
22756,212004610.00,18640.50,7.95243,2.08193,3.80198,-0.00021,212004610,4.47,2344,0.3,1.8,5,AUDJPY
23128,207004610.00,21142.12,9.45110,2.07388,4.31222,0.00029,207004610,4.47,2237,0.3,1.9,5,AUDJPY
21640,151004310.00,25123.00,9.65527,2.12413,5.12530,-0.00005,151004310,4.46,2602,0.3,1.5,5,AUDJPY
15564,615004408.00,2928.83,10.92847,1.52976,0.66899,-0.00036,615004408,4.38,268,1.1,1.4,4,AUDJPY
9612,435004408.00,1754.75,5.73448,1.45440,0.40081,0.00261,435004408,4.38,306,1.1,1.4,3,AUDJPY
5086,279004308.00,1422.56,2.83379,1.36696,0.32850,0.00179,279004308,4.33,502,0.9,1.8,2,AUDJPY
12960,509004308.00,3143.98,7.26092,1.52376,0.72827,-0.00289,509004308,4.32,433,1.1,0.7,4,AUDJPY
7008,428004308.00,2412.40,4.93333,1.47159,0.55881,-0.00013,428004308,4.32,489,1.1,0.7,3,AUDJPY
2110,338004108.00,2574.66,3.54636,1.69728,0.60176,-0.00006,338004108,4.28,726,0.9,1,2,AUDJPY
994,271004108.00,2737.43,2.95300,1.70460,0.63991,-0.00441,271004108,4.27,927,0.9,0.7,2,AUDJPY
10294,371004108.00,3011.76,7.29240,1.76988,0.70415,-0.00656,371004108,4.27,413,0.9,1.6,3,AUDJPY
1738,338004108.00,3245.72,4.06223,1.73657,0.75883,-0.00465,338004108,4.27,799,0.9,0.9,2,AUDJPY
13332,419004208.00,2924.84,7.16873,1.52538,0.70038,-0.00310,419004208,4.18,408,1.1,0.8,4,AUDJPY
7380,518004208.00,2306.35,5.12522,1.49285,0.55228,-0.00119,518004208,4.18,450,1.1,0.8,3,AUDJPY
188,271004108.00,3171.50,1.81229,1.44013,0.76429,-0.00064,271004108,4.15,1750,0.7,0.5,2,AUDJPY
4280,278004108.00,2359.55,2.55639,1.60851,0.56871,-0.00006,278004108,4.15,923,0.7,1.6,2,AUDJPY
14324,370004108.00,6188.47,7.96457,1.95566,1.49222,0.00017,370004108,4.15,777,0.7,1.1,4,AUDJPY
10604,288004108.00,2871.00,4.53555,1.60472,0.69246,-0.00037,288004108,4.15,633,0.7,1.7,3,AUDJPY
560,271004108.00,2971.57,1.85376,1.53849,0.71693,-0.00051,271004108,4.15,1603,0.7,0.6,2,AUDJPY
11720,288004108.00,3068.85,5.29112,1.67510,0.74379,-0.00502,288004108,4.13,580,0.7,2,3,AUDJPY
11348,288004108.00,3670.80,6.05743,1.69905,0.88987,-0.00039,288004108,4.13,606,0.7,1.9,3,AUDJPY
6946,371003908.00,3592.73,5.00380,1.77693,0.87068,-0.00500,371003908,4.12,718,0.9,0.7,3,AUDJPY
10449,77003910.00,15308.97,2.58598,1.77177,3.71537,0.00009,77003910,4.12,5920,0.2,1.7,3,AUDJPY
17672,413004108.00,5942.47,11.00457,1.81188,1.44253,0.00066,413004108,4.12,540,0.7,2,4,AUDJPY
12588,509004108.00,3344.00,6.63492,1.56705,0.81275,-0.00295,509004108,4.11,504,1.1,0.6,4,AUDJPY
6636,509004108.00,2605.00,4.89662,1.51057,0.63314,-0.00323,509004108,4.11,532,1.1,0.6,3,AUDJPY
684,374004108.00,1973.99,2.90720,1.44388,0.47977,-0.00602,374004108,4.11,679,1.1,0.6,2,AUDJPY
15223,544003707.00,2322.56,9.14394,1.64052,0.57296,-0.00162,544003707,4.06,254,1.2,1.3,4,AUDJPY
5799,428003508.00,1780.80,2.91457,1.40388,0.44173,-0.00109,428003508,4.03,611,0.8,2,2,AUDJPY
17455,675003607.00,2209.13,11.81353,1.71692,0.55203,0.00047,675003607,4.00,187,1.2,1.9,4,AUDJPY
5644,94003910.00,7961.18,2.26427,1.73757,1.99346,0.00055,94003910,3.99,3516,0.3,2,2,AUDJPY
3784,99003910.00,7552.69,1.84708,1.64802,1.89131,-0.00002,99003910,3.99,4089,0.3,1.5,2,AUDJPY
19408,106003910.00,20831.57,5.62407,2.11694,5.22178,-0.00013,106003910,3.99,3704,0.3,0.9,5,AUDJPY
13456,106003910.00,14083.07,3.58348,1.83902,3.53016,-0.00015,106003910,3.99,3930,0.3,0.9,4,AUDJPY
12991,496004007.00,2777.31,7.34738,1.68127,0.69949,-0.00300,496004007,3.97,378,1.2,0.7,4,AUDJPY
7039,419004007.00,2351.13,5.62471,1.61734,0.59215,-0.00265,419004007,3.97,418,1.2,0.7,3,AUDJPY
1087,419004007.00,1322.76,2.40502,1.39937,0.33315,-0.00371,419004007,3.97,550,1.2,0.7,2,AUDJPY
1924,94003810.00,9138.56,1.81069,1.66288,2.31496,0.00005,94003810,3.95,5047,0.3,1,2,AUDJPY
5830,336003908.00,1246.70,2.59189,1.38519,0.31588,-0.00741,336003908,3.95,481,0.9,2,2,AUDJPY
2296,72003810.00,8443.10,1.72873,1.72331,2.13900,-0.00002,72003810,3.95,4884,0.3,1.1,2,AUDJPY
3970,271003908.00,1383.71,2.33341,1.39961,0.35064,-0.00102,271003908,3.95,593,0.9,1.5,2,AUDJPY
3226,278003908.00,1461.36,2.27626,1.42345,0.37038,-0.00135,278003908,3.95,642,0.9,1.3,2,AUDJPY
19780,149003810.00,15486.48,4.44886,1.83895,3.92709,-0.00010,149003810,3.94,3481,0.3,1,5,AUDJPY
13828,106003810.00,11217.37,3.08085,1.68535,2.84452,-0.00020,106003810,3.94,3641,0.3,1,4,AUDJPY
23748,800003708.00,2989.27,16.42456,1.47240,0.76566,-0.00108,800003708,3.90,182,1.1,2,5,AUDJPY
17796,675003708.00,2709.33,13.96562,1.51748,0.69395,0.00746,675003708,3.90,194,1.1,2,4,AUDJPY
22601,701003708.00,3771.10,14.28447,1.54941,0.97233,-0.00238,701003708,3.88,264,1,1.7,5,AUDJPY
22229,700003408.00,3560.31,11.98758,1.65801,0.91942,0.02077,700003408,3.87,297,1,1.6,5,AUDJPY
11565,77003410.00,13538.61,2.54677,1.65883,3.50293,0.00019,77003410,3.86,5316,0.2,2,3,AUDJPY
13239,338003808.00,6706.33,8.90615,2.18595,1.73689,-0.00246,338003808,3.86,753,0.8,0.8,4,AUDJPY
16711,854003407.00,2453.89,12.58405,1.63123,0.63803,-0.00018,854003407,3.85,195,1.2,1.7,4,AUDJPY
20803,593003507.00,3392.59,13.62486,1.66964,0.88456,-0.00004,593003507,3.84,249,1.2,1.2,5,AUDJPY
14851,825003507.00,2539.40,9.95843,1.45141,0.66210,0.00039,825003507,3.84,255,1.2,1.2,4,AUDJPY
715,419003807.00,1435.31,2.42861,1.40272,0.37701,-0.00272,419003807,3.81,591,1.2,0.6,2,AUDJPY
12619,419003807.00,2292.42,5.15151,1.48461,0.60360,-0.00315,419003807,3.80,445,1.2,0.6,4,AUDJPY
6667,419003807.00,1892.18,4.01737,1.53687,0.49822,-0.00385,419003807,3.80,471,1.2,0.6,3,AUDJPY
16184,415003708.00,5179.39,8.96088,1.80270,1.37583,-0.00448,415003708,3.76,578,0.7,1.6,4,AUDJPY
18509,590003708.00,3713.28,6.10737,1.56895,0.99441,-0.00448,590003708,3.73,608,1,0.6,5,AUDJPY
14076,640003708.00,3271.34,9.42749,1.52864,0.87943,-0.00174,640003708,3.72,347,1.1,1,4,AUDJPY
8124,422003708.00,2388.61,5.89780,1.48217,0.64213,-0.00270,422003708,3.72,405,1.1,1,3,AUDJPY
11844,859003708.00,1535.45,7.04335,1.44075,0.41302,-0.00013,859003708,3.72,218,1.1,2,3,AUDJPY
11069,520003708.00,2362.97,7.82440,1.56162,0.64047,-0.00176,520003708,3.69,302,1,1.8,3,AUDJPY
22973,756003708.00,4254.42,16.88262,1.79492,1.15541,0.02089,756003708,3.68,252,1,1.8,5,AUDJPY
17021,955003708.00,3275.01,12.50004,1.62153,0.88942,-0.00350,955003708,3.68,262,1,1.8,4,AUDJPY
7349,432003708.00,2683.07,4.82567,1.53800,0.72990,-0.00081,432003708,3.68,556,1,0.8,3,AUDJPY
3536,278003608.00,2106.21,2.19855,1.48593,0.57475,0.00077,278003608,3.66,958,0.7,1.4,2,AUDJPY
932,271003608.00,2541.68,1.83647,1.44805,0.69474,-0.00082,271003608,3.66,1384,0.7,0.7,2,AUDJPY
16556,415003608.00,5087.88,9.10175,1.80091,1.39085,-0.00357,415003608,3.66,559,0.7,1.7,4,AUDJPY
10232,371003608.00,3752.70,5.49444,1.68048,1.02647,0.00073,371003608,3.66,683,0.7,1.6,3,AUDJPY
13487,176003609.00,8184.83,3.46962,1.66361,2.24595,0.00035,176003609,3.64,2359,0.4,0.9,4,AUDJPY
19439,149003609.00,9648.44,4.29775,1.72931,2.64784,0.00018,149003609,3.64,2245,0.4,0.9,5,AUDJPY
963,271003608.00,5012.86,4.40111,2.14096,1.38022,-0.00085,271003608,3.63,1139,0.8,0.7,2,AUDJPY
15688,120002609.00,16580.39,5.87124,1.94029,4.60022,-0.00009,120002609,3.60,2824,0.3,1.5,4,AUDJPY
20741,697003508.00,4026.00,11.40510,1.69591,1.11732,-0.00134,697003508,3.60,353,1,1.2,5,AUDJPY
1893,43003410.00,11222.73,1.12239,1.54898,3.14553,-0.00004,43003410,3.57,9999,0.2,1,2,AUDJPY
13859,153003509.00,8159.67,3.63622,1.64915,2.30176,-0.00033,153003509,3.55,2244,0.4,1,4,AUDJPY
12154,338003207.00,3330.83,3.93715,1.72134,0.93974,-0.00621,338003207,3.54,846,0.9,0.5,4,AUDJPY
6760,72002809.00,8291.30,1.64152,1.52612,2.34819,-0.00022,72002809,3.53,5051,0.3,0.7,3,AUDJPY
18292,66003309.00,14627.02,2.96094,1.74688,4.15266,-0.00005,66003309,3.52,4940,0.3,0.6,5,AUDJPY
12340,61003309.00,11010.80,2.12523,1.61496,3.12600,-0.00006,61003309,3.52,5181,0.3,0.6,4,AUDJPY
6388,72002509.00,7938.60,1.43529,1.50935,2.25398,-0.00008,72002509,3.52,5531,0.3,0.6,3,AUDJPY
343,419003507.00,1523.75,2.37715,1.40084,0.43517,-0.00402,419003507,3.50,641,1.2,0.5,2,AUDJPY
15595,699003507.00,2488.06,10.49814,1.73543,0.71075,0.00208,699003507,3.50,237,1.2,1.4,4,AUDJPY
9643,415003507.00,1682.41,6.14018,1.51767,0.48060,-0.00543,415003507,3.50,274,1.2,1.4,3,AUDJPY
3691,436003507.00,1280.76,3.48033,1.45362,0.36587,0.00052,436003507,3.50,368,1.2,1.4,2,AUDJPY
12247,496003507.00,2286.52,4.63797,1.59272,0.65322,-0.00323,496003507,3.50,493,1.2,0.5,4,AUDJPY
6295,419003507.00,1938.22,3.62963,1.47215,0.55372,-0.00105,419003507,3.50,534,1.2,0.5,3,AUDJPY
6977,432003508.00,2204.02,3.70424,1.46565,0.62990,-0.00114,432003508,3.50,595,1,0.7,3,AUDJPY
6884,283003408.00,3300.72,2.88525,1.53441,0.97817,-0.00056,283003408,3.37,1144,0.7,0.7,3,AUDJPY
17145,62003110.00,17426.28,3.55059,1.65914,5.24099,0.00007,62003110,3.32,4908,0.2,1.9,4,AUDJPY
15161,530002907.00,4155.09,11.97432,1.85919,1.25399,-0.00196,530002907,3.31,347,1,1.3,4,AUDJPY
11875,689003207.00,1474.03,6.95297,1.40954,0.44709,-0.00070,689003207,3.30,212,1.2,2,3,AUDJPY
11503,592003007.00,1516.17,6.86050,1.57893,0.46068,-0.00069,592003007,3.29,221,1.2,1.9,3,AUDJPY
6512,295003208.00,3404.04,2.67403,1.57983,1.04111,0.00054,295003208,3.27,1273,0.7,0.6,3,AUDJPY
11813,607002907.00,1676.27,6.18550,1.57214,0.51327,0.00028,607002907,3.27,271,1,2,3,AUDJPY
14789,530002907.00,2770.55,7.54918,1.68130,0.84856,-0.00223,530002907,3.27,367,1,1.2,4,AUDJPY
8837,424002907.00,1965.53,4.82931,1.53869,0.60215,-0.00272,424002907,3.26,407,1,1.2,3,AUDJPY
20896,149002609.00,17654.15,6.10659,1.93543,5.42969,-0.00003,149002609,3.25,2891,0.3,1.3,5,AUDJPY
14944,125002609.00,11066.42,3.56177,1.75724,3.40358,0.00001,125002609,3.25,3107,0.3,1.3,4,AUDJPY
10015,615002907.00,1564.60,6.33441,1.46579,0.48375,0.00191,615002907,3.23,247,1.2,1.5,3,AUDJPY
11131,520002907.00,1695.42,7.37139,1.44677,0.52424,0.00155,520002907,3.23,230,1.2,1.8,3,AUDJPY
16401,77003110.00,18519.52,3.53022,1.71760,5.75471,0.00007,77003110,3.22,5246,0.2,1.7,4,AUDJPY
8155,419003207.00,1732.56,5.29835,1.44553,0.53831,-0.00277,419003207,3.22,327,1.2,1,3,AUDJPY
14107,517003207.00,2255.55,7.49352,1.52545,0.70070,-0.00251,517003207,3.22,301,1.2,1,4,AUDJPY
3629,489003207.00,1269.43,2.55934,1.45215,0.39520,-0.00861,489003207,3.21,496,1,1.4,2,AUDJPY
15967,825003007.00,1762.41,8.31326,1.36200,0.54875,-0.00267,825003007,3.21,212,1.2,1.5,4,AUDJPY
2141,281003207.00,1471.86,2.41289,1.45241,0.45837,-0.00127,281003207,3.21,610,1,1,2,AUDJPY
4373,279003207.00,1275.54,2.85356,1.46029,0.39778,0.00316,279003207,3.21,447,1,1.6,2,AUDJPY
1397,281003207.00,1606.44,2.30810,1.42487,0.50099,-0.00206,281003207,3.21,696,1,0.8,2,AUDJPY
4745,510003207.00,1255.71,3.02581,1.40557,0.39162,0.00070,510003207,3.21,415,1,1.7,2,AUDJPY
3257,280003207.00,1452.57,2.73040,1.44391,0.45320,0.00045,280003207,3.21,532,1,1.3,2,AUDJPY
8527,419002907.00,1938.78,6.19419,1.61233,0.60505,-0.00092,419002907,3.20,313,1.2,1.1,3,AUDJPY
2885,286003207.00,1339.77,2.43595,1.45107,0.41812,-0.00791,286003207,3.20,550,1,1.2,2,AUDJPY
529,271003208.00,3285.66,1.60983,1.47438,1.03083,-0.00944,271003208,3.19,2041,0.6,0.6,2,AUDJPY
16277,548002807.00,2734.87,9.20832,1.74627,0.85999,-0.00677,548002807,3.18,297,1,1.6,4,AUDJPY
16649,539003007.00,2985.34,11.01602,1.70149,0.93910,-0.00136,539003007,3.18,271,1,1.7,4,AUDJPY
12557,432002807.00,3561.92,5.64488,1.76503,1.12053,-0.00681,432002807,3.18,631,1,0.6,4,AUDJPY
653,286002807.00,1592.84,1.98114,1.40854,0.50113,-0.00614,286002807,3.18,804,1,0.6,2,AUDJPY
2203,419003207.00,1235.76,2.92834,1.39853,0.39047,-0.00110,419003207,3.17,422,1.2,1,2,AUDJPY
13363,515003207.00,2306.55,6.66633,1.58331,0.72933,-0.00412,515003207,3.16,346,1.2,0.8,4,AUDJPY
7411,419003207.00,1749.50,4.56789,1.49437,0.55319,-0.00216,419003207,3.16,383,1.2,0.8,3,AUDJPY
1459,515003207.00,1311.98,2.68848,1.41923,0.41485,-0.00462,515003207,3.16,488,1.2,0.8,2,AUDJPY
17827,874003207.00,1595.85,8.76841,1.47291,0.50469,-0.00510,874003207,3.16,182,1.2,2,4,AUDJPY
5923,689003207.00,1011.11,3.59826,1.46538,0.31976,-0.00279,689003207,3.16,281,1.2,2,2,AUDJPY
3567,278003108.00,2063.34,2.77704,1.45743,0.65257,-0.00032,278003108,3.16,743,0.8,1.4,2,AUDJPY
3319,440003207.00,1102.44,2.83404,1.39672,0.34940,0.00119,440003207,3.16,389,1.2,1.3,2,AUDJPY
12495,271003108.00,3955.41,4.37545,1.66203,1.25681,-0.00499,271003108,3.15,904,0.8,0.6,4,AUDJPY
15099,371003108.00,4050.54,7.54291,1.78265,1.28869,-0.00078,371003108,3.14,537,0.8,1.3,4,AUDJPY
10263,371003108.00,2958.03,5.71048,1.60376,0.94196,-0.00639,371003108,3.14,518,0.8,1.6,3,AUDJPY
9519,371003108.00,2699.11,4.91641,1.56144,0.85994,-0.00037,371003108,3.14,549,0.8,1.4,3,AUDJPY
7287,288003108.00,3132.29,3.70247,1.58274,0.99929,-0.00590,288003108,3.13,846,0.8,0.8,3,AUDJPY
12123,370002708.00,4146.83,3.90474,1.71231,1.35720,-0.00729,370002708,3.06,1062,0.8,0.5,4,AUDJPY
6171,278002708.00,3106.04,2.73419,1.58368,1.01656,-0.00930,278002708,3.06,1136,0.8,0.5,3,AUDJPY
219,271002708.00,3141.57,2.26665,1.56271,1.02818,-0.00897,271002708,3.06,1386,0.8,0.5,2,AUDJPY
1707,278002608.00,2034.91,2.06800,1.44781,0.66614,-0.00995,278002608,3.05,984,0.8,0.9,2,AUDJPY
11751,428002708.00,2549.22,5.52976,1.58067,0.83493,-0.00336,428002708,3.05,461,0.8,2,3,AUDJPY
10635,371002708.00,2720.59,5.43032,1.56533,0.89107,-0.00471,371002708,3.05,501,0.8,1.7,3,AUDJPY
5861,385003007.00,1093.54,2.83301,1.49149,0.36000,0.00045,385003007,3.04,386,1,2,2,AUDJPY
7225,271003008.00,4293.93,3.00275,1.62388,1.41545,-0.00673,271003008,3.03,1430,0.6,0.8,3,AUDJPY
14479,825003007.00,2748.41,9.67750,1.65400,0.91133,-0.00345,825003007,3.02,284,1.2,1.1,4,AUDJPY
10697,577003007.00,1869.56,5.91633,1.58810,0.62143,0.00016,577003007,3.01,316,1,1.7,3,AUDJPY
